text,ground_truth_labels
oil  laga k  comb karain phir slow  slow  lice comb sy nikalain roz,NotQue
try to avoid street food the most   especially   golgappe   chaat   etc  ,NotQue
curd or banana mixer me mix kro           fir use khao         its really effective,NotQue
congratulations,NotQue
my jan my love my puchu my betu kovid,NotQue
772014 7  07am my angel was born with a birth weight of 4kilos but brought many many kilos of happiness in our lives  my daughters 4th birthday  amayra ,Que
hi mom      some babies take time to achieve a particular milestone and you mentioned that your child was born before due date so this might also affect   wait for some more time before you ask a doctor   massage your childs shoulder muscles and give him toys that help him to lie on the tummy   this might help https  www  babydestination  comblogbesttummytimeproductsforbabies    thanks  ,NotQue
coconut oil lagao,NotQue
children use to get this problem often   take 3 camphor cubes in your hand at night and circle your hand 3 times around your babys head then go to the entrance of your house and burn the 3 camphor cubes in front of your house  ,NotQue
no      after 8 months,NotQue
its made of some dal nd rose petals nd all,NotQue
kapde nahi ho rahe h pehle s size lagta tha ab l,NotQue
consultant ur doc first,NotQue
no koi side effects nahi h,NotQue
hello moms      anyone diagnosed with bells palsy  ,Que
bacho ko kun s month m kido ki dawai deni chahiye meri baby 17 month ki h,Que
mera baby 6 month ka hai   meine toh cow milk start kr diya,NotQue
preeti rahul jain nhi wo all reddy ptla hota h,NotQue
dear i m taking 3 glass of milk but no benefit so i started calcium tablet again,NotQue
only crocin ds dijiye aur thande pani ki patti rakhiye  ,NotQue
i alrdy started solids  its her 10th month    bt i nvr tried daliya    so asking for the recipe,NotQue
apply vitamin e tab on face              ,NotQue
gud       sb mothers yhi deti h       phasne ka dr nhi hta melt ho jata h mooh mei jaate hi,NotQue
starting me aise hi rhta hai apni diet achi lo increase ho jayga,NotQue
apne aap kabhi nahi jaate  ,NotQue
neha nishant singla,NotQue
gytte mouth gel   use this       so effective       but consult with your doctor first,NotQue
sabudana kheer   milk and more water,NotQue
add water mai apne gudiya ko b cow milk date hu pr puare milk nai pani add kar k,NotQue
give steam to the baby,NotQue
main toh puch rahi hun      i dnt know,NotQue
https  youtu  beaujrlh3j08,Que
bt kuchh fark nahi pda,NotQue
usha sharma m jst back home   give me an hr   i wl tell u,NotQue
i call angla to my daugter and shine to my son,NotQue
ya thats the point i prefer but at that point of time sometimes its tuf     climax n mood,NotQue
hope you talking calcium and healthy food      ,NotQue
babita   mai cg  raipur  me,NotQue
try this  https  youtu  bedbfzyid3ww,NotQue
right aur baby abhi tak pani hi raha tha,NotQue
4 months baby k liye konsa formula milk best hai    ,Que
meri ami b yehi kehti hn,NotQue
go to doctor immediately better u go to child trust hospital nungambakkam   chief md dr mr balasubramanian   because in tht hospital all the specialist available  ,NotQue
yup aise hota h     mera b second baby ho gya without planning ,NotQue
usko school me dal rahi hu so that dusro see kuch to seekhega,NotQue
get him watevr he wants   i mean his favourite foods   and be sure not to yell at him for not taking food   and stop offering biscuit s and chocolate to eat his meal,NotQue
same here meri daughter ko bhi whole night chahiye        after eating proper dinner       adat ho gaye hai uss ki         alovera lagaya      neem ka past lagaya        kuch fayda nahi hua,NotQue
hm baher hai mins family sath nhi rhti mai aur mere hubby bs,NotQue
congratulation  take all medicines timly   take rest and take haldi mix milk      ,NotQue
priyanka roy acharjee  tnqqq,NotQue
meri beti ko 9 month me nikla,NotQue
send me also plsss,NotQue
meri 3  5 months ki bati ko 10days se potty nhi hui,NotQue
baby k shaath khelo tummy time doo and try to take interest towards breastfeeding for increasing supply stay hydrated sabudana k kheer if non veg try fish  add garlic meethi seed   lactuce granular,NotQue
apply red nail paint,NotQue
same  mera baby 13 months ka ho gya  but abhi th mujhe  black pain hota h  morning me to utha b ni jata bohot pain hota h,NotQue
cool n refreshing ,NotQue
nice suggestion vry hlp ful fr new moms ,NotQue
hi moms mera beta 9 months ka he use tea pilana chahiye ki ni,Que
use uptan the royal bath powder,NotQue
a fun indoor rainy day activity for kids    ,Que
ganga jal rkhdo saath          ,NotQue
yes too much pain,NotQue
yes its positive,NotQue
hii moms        my one and half year daughter refuse to drink water          i tried sippers bottle everything      by seeing d water itself she wont drink        tell some suggestions to make her drink water,Que
tasty thepla for family n jackfruit for me my breakfast  recepietake chopped methi leaves wheat flour gingerchilly paste salt haldi dhaniya powder hing curd oil   mix well make dough with water n rest half hr  roll tepla n roast both sides golden with oil    ,Que
thanks dear 4 sharing      ,NotQue
satvari aayurvedikk powder ki bol raye aap,NotQue
thank u adre e items yella heet aguvanthadallave,NotQue
wow yaar really nice,NotQue
main apne bete ko deti hu,NotQue
baby t  v ke cartoon and shiva,NotQue
mera to 20 kg weight kam ho gaya after dilevery,NotQue
aloe vera with coconut oil,NotQue
give massage with coconut oil and after bath just moisturise it well and one in evening too      becoz over massaging and putting creams sometimes causes acne  ,NotQue
uske masudo per 23 drops tulsi ka juice or pmogranate ka juice mila kar lagao din me 34 times,NotQue
mujhe lagta hai ki by doing dis kids try to balance themselves to stand up and eventually balance their weight on 2 legs rather than 4 legs,NotQue
omg fr to usne bahut tang kiya hoga us time,NotQue
34 glass me half spoon souf,NotQue
meri beti bi 16 month ki h,NotQue
agar to h or 3 na chahiye to,NotQue
normal h           bt massage karte tym tummy pr ache se massage karo      kahin tummy tight to nhi h      ,NotQue
boil half cup water   turn off stove   add ten dry grapes and leave t for some time   the n smash the grapes and give t along with that water    ,NotQue
normal yr     i got after 3 months      ,NotQue
school to afternoon time ka bhi hota hai      ,NotQue
aap saabudaana boil karke sugar k sath khilaye   potty kamm hojayegee      ,NotQue
very true mjhe 3 days tak labour pain tha,NotQue
morning walk  light workout,NotQue
dnt worry sometimes 1  5 year tk nhi aate,NotQue
first watery milk comes its fore milk    after that white milk comes its hind milk   fore milk satisfied the thirst of babies   and hind milk give fat and satisfied babies hunger   always breast feed from one breast   let all the milk finish from one breast after that offer another milk,NotQue
sab achha hoga dear        tnsn mat lena    bhagwan ko yaad krna wahi sab thik krenge        achha socho       lots of good wishes    ,NotQue
aloo ka paste lagao,NotQue
true         koi mom careless ne hoti           accidents happens             ,NotQue
ye lo alag alag taste ki recipe  try this healthy cerelac recipe for your sweet one    https  youtu  befc8tws8xmko  https  youtu  bevi9xjr35ku,NotQue
yes          mai toh 2yr s dee rhi hu,NotQue
himalaya k olive oil se filhaal massage krti hu mai,NotQue
bilkul bhi nhi 6 month se pehle bilkul bhi nhi,NotQue
pen pencil holder with ice cream sticks just try with u kiddos easy and creative activity,Que
its not miracle   mairi daughter k bhi nikal gaye the,NotQue
hello fmomz   anyone heard about menstrual cup or anyone use it  ,Que
its 100prcnt fact,NotQue
give domistol baby its very effective and no side effects,NotQue
princess   angle   betu     babu,NotQue
4 5 din s papita de rhi,NotQue
waxnil kid ear drop milati he  woo use kijiye,NotQue
ys powder bna kr nahi de skte abhi     wo garam hoga,NotQue
i tried everything but no response so i so warried my baby,NotQue
try pampers   i find it good but only while travelling otherwise i use cloth diapers,NotQue
mera baby bhi ese hi sota h,NotQue
kuch mat karo   sirf coconut oil dalte raho   jitna talu sock kare utna jaldi bharegi   take kare baby,NotQue
rahman and chole and black beans,NotQue
ragi ki taseer thandi hoti hai,NotQue
bilkul ni 1 year k bad,NotQue
ek baar try kriye 2 ya 3 tablet milk me mila k de dijiye mere case me to kaam kiya,NotQue
mere dee ka bchha b khud se roti khata hai        sb kuch kha leta hai  wo b 11 mhine ka hai,NotQue
busy feeding d fishes,Que
thank you so much even i was applying powder there,NotQue
savidya sirra god bless   ,NotQue
indian babies weight and height according to age            ,Que
thanx every one,NotQue
main to after 2  5 month ma hi aa gaya tha,NotQue
sb kuch khaye ta k baby sb digest kr ske,NotQue
sirf ma ka dhudh,NotQue
jb wo so jaye tab bottle uske muh me lgaiye         sote hue suck kar lega          ,NotQue
too much useful thanks,NotQue
all the best go to hospital dear its sign of labour,NotQue
i wish sab acha ho          ,NotQue
ghee lga rhne denge body aur face pe yaa thore time m saaf kr denge,NotQue
  as per him usi time to aseem anand ki prapti hoti hai ,NotQue
lukewarm water dip in cotton apply it on nipple and breast for 12min and repeat it for 5 min then feed baby,NotQue
tk wanto lact   ayurvedic medicn,NotQue
mere first baby me bhi nahi hua tha suruse cow milk piya h tb mujhe pta nahi tha ki cow milk nahi dete vo bhi suger add ker ke but vo theek h active bhi h ab 7year ka h,NotQue
yes   thats true   all coz of hormonal changes happening in the body  ,NotQue
haldival dhudh ek spoon dinme tin bar,NotQue
nahi  it simply depends on d condition of baby in d womb  3rd trimester of pregnancy      so d accurate prediction cn only b made by seeing ur 3rd ultrasound        ,NotQue
chicken and egg or jo bhi wo khata hai usme ghee daal kar khilyao,NotQue
yes aap karwa sakte ho,NotQue
yr mai hr tym de rhi hu ise apna feed bt mjhe lgta h ye hungry na rhe tb formula milk deri hu,NotQue
apply on her chest,NotQue
mere v baby ko ho raha tha    maine homeopathic dawa di to aab thik hai  ,NotQue
eat drumstick leaves      cook well n eat      daily    ,NotQue
raat ko fruits na de gas form hota hai better day tym mein de,NotQue
hello mom,Que
nipa gandhi ok i thought something else lol,NotQue
aaap aache se khana khav        khoop sara pani piyo      and insure that aap ko bm thik se aur bahot sara aata hai        ,NotQue
mera bhi nahi hua  ,NotQue
itching and back pain      ,NotQue
nebulise n contact dr  ,NotQue
hey boiled eggs khane se bm increase hota h        ,Que
i want to reduce my tummy part       pz suggest me           ,NotQue
nuclear family,NotQue
hello moms mujhe janna tha mere bete ko itna pasina q aata hai          bahoot preshan ho jaati hu,Que
its ok nothing to worry just check for rashes otherwise good,NotQue
follow dr       and dnt worry    ,NotQue
apply olive oil and give warm liquid eatables,NotQue
try dalia with milk,NotQue
no after 20 days   bcoz if anything happened n that place its risky,NotQue
consive lete to light time jyda hua dark aati h,NotQue
abhi last ki daadh nahi aayi hai  ,NotQue
my baby was 2  690 kg now he completed 5 months now he s 6kg,NotQue
hllo frnds mai 24 nu cppert karvai c spot problm ho rahia ki eh normal aa,Que
shanti negi rawat evening me fruit nhi dena chahiye   it causes acidity,NotQue
give you baby saffron put in milk,NotQue
hello mere bete ki skin dry hai toh mein kaunsa soap use karo tell me,Que
iss stage mein hota hein       2yrs tak teek hojayega       mein to poori raat jagti dhi     most of the days,NotQue
happy joint family,NotQue
get your vitamin d checked   i also had the same problem during pregnancy  ,NotQue
uske   sar pr oil lgao sarso ka or fir halke halke unglio se nikalo rod krna to hatega,NotQue
take lactate powder with milk    you also get capsules,NotQue
